DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,23,"(2S,4R)-N-(2-(4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)butoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,UUZDQZUUNLKFCW-MXPJCAPISA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,UUZDQZUUNLKFCW
10.1038/s41467-022-33430-6,23,"(2S,4R)-N-(2-(4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)butoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,UUZDQZUUNLKFCW-MXPJCAPISA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,UUZDQZUUNLKFCW
10.1038/s41467-022-33430-6,28,"(2S,4R)-N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,YNDPJZDTERTRMN-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,30,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,JBTHUOYYUUPUOZ
10.1038/s41467-023-44237-4,dBRD9,,PAPER,"2-[[2,6-dimethoxy-4-(2-methyl-1-oxo-2,7-naphthyridin-4-yl)phenyl]methyl-methylamino]-N-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethyl]acetamide",PUBCHEM,AIOCFZJGGGEWDK-UHFFFAOYSA-N,PUBCHEM,BRD9,CRBN,HiBiT,HEK293,24,nM,2,,,,AIOCFZJGGGEWDK
10.1038/s41467-023-44237-4,VZ185,,PAPER,"(2S,4R)-N-[[2-[5-[4-[[2,6-dimethoxy-4-(2-methyl-1-oxo-2,7-naphthyridin-4-yl)phenyl]methyl]piperazin-1-yl]pentoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,ZAGCLFXBHOXXEN-JPTLTNPLSA-N,PUBCHEM,BRD9,VHL,HiBiT,HEK293,32,nM,2,,,,ZAGCLFXBHOXXEN
10.1038/s41467-023-44237-4,DBt-5,"N-(3-(6-(4-(41-(4-(4-((2-aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-41-oxo-5,8,11,14,17,20,23,26,29,32,35,38-dodecaoxa-2-azahentetracontyl)phenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-5-fluoro-2-methylphenyl)-2-fluoro-4-(2-hydroxypropan-2-yl)benzamide",PAPER,NCCNC1=NC(=NC2=CC(=CC=C12)N1CCN(CC1)C(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNCC1=CC=C(C=C1)C1=CC2=C(N=CN=C2C=2C(=C(C=C(C2)F)NC(C2=C(C=C(C=C2)C(C)(C)O)F)=O)C)N1)=O)C1(CCCCC1)C1=CC=C(C=C1)Cl,OPSIN,ZZNDJXLRTKNBAG-UHFFFAOYSA-N,OPSIN,BTK,DCAF1,Flow cytometry,TMD8 BTK-GFP/mCherry,50,nM,24,,,,ZZNDJXLRTKNBAG
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",PAPER,CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN4CCC(CC4)OCCCCCC(=O)N5CCN(CC5)C6=CC7=C(C=C6)C(=NC(=N7)C8(CCCCC8)C9=CC=C(C=C9)Cl)NCCN)OC,PUBCHEM,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN + PUBCHEM,BRD9,DCAF1,HiBiT,HEK293,90,nM,2,,,,BJAVCRNLIDSYTK
10.1038/s41467-023-44237-4,DDa-1,2-((6-(4-((1-(8-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-8-oxooctyl)piperidin-4-yl)oxy)piperidin-1-yl)-2-methylpyrimidin-4-yl)amino)-N-(2-chloro-6-methylphenyl)thiazole-5-carboxamide,PAPER,NCCNC1=NC(=NC2=CC(=CC=C12)N1CCN(CC1)C(CCCCCCCN1CCC(CC1)OC1CCN(CC1)C1=CC(=NC(=N1)C)NC=1SC(=CN1)C(=O)NC1=C(C=CC=C1C)Cl)=O)C1(CCCCC1)C1=CC=C(C=C1)Cl,OPSIN,QBZFTPUVKJPJOR-UHFFFAOYSA-N,OPSIN,BTK,DCAF1,Flow cytometry,TMD8 BTK-GFP/mCherry,90,nM,24,,,,QBZFTPUVKJPJOR
10.1038/s41467-023-44237-4,DBt-10,"N-(3-(6-(1-(2-(4-(2-(5-(4-(4-((2-aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-5-oxopentanamido)ethyl)-1-oxa-4,9-diazaspiro[5.5]undecan-9-yl)-2-oxoethyl)-1H-pyrazol-4-yl)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-5-fluoro-2-methylphenyl)-3-hydroxy-3-neopentylazetidine-1-carboxamide",PAPER,CC1=C(C=C(C=C1NC(=O)N2CC(C2)(CC(C)(C)C)O)F)C3=C4C=C(NC4=NC=N3)C5=CN(N=C5)CC(=O)N6CCC7(CC6)CN(CCO7)CCNC(=O)CCCC(=O)N8CCN(CC8)C9=CC1=C(C=C9)C(=NC(=N1)C1(CCCCC1)C1=CC=C(C=C1)Cl)NCCN,PUBCHEM,LBIYUFWGBHNKTG-UHFFFAOYSA-N,OPSIN + PUBCHEM,BTK,DCAF1,Flow cytometry,TMD8 BTK-GFP/mCherry,136.9,nM,24,,,,LBIYUFWGBHNKTG
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",PAPER,CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN4CCC(CC4)OCCCCCC(=O)N5CCN(CC5)C6=CC7=C(C=C6)C(=NC(=N7)C8(CCCCC8)C9=CC=C(C=C9)Cl)NCCN)OC,PUBCHEM,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN + PUBCHEM,BRD9,DCAF1,HiBiT,HEK293 BRD9-HiBiT/CAS9/FF,193,nM,2,,,,BJAVCRNLIDSYTK
10.1038/s41467-023-44237-4,CDa-1,,PAPER,,,,,BTK,CRBN,Flow cytometry,TMD8 BTK-GFP/mCherry,< 2.5,nM,24,,,,
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1-yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",PAPER,CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN4CCC(CC4)OCCCCCC(=O)N5CCN(CC5)C6=CC7=C(C=C6)C(=NC(=N7)C8(CCCCC8)C9=CC=C(C=C9)Cl)NCCN)OC,PUBCHEM,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN + PUBCHEM,BRD9,DCAF1,Immunoblot,HEK293,~500,nM,6 ,,,,BJAVCRNLIDSYTK
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,3.3,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,MV-4-11,6,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA4,VHL,capillary electrophoresis,MV-4-11,11,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,SK-MEL-5,13,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,PBRM1,VHL,capillary electrophoresis,NCI-H1568,15.6,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,MV-4-11,31,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,PBRM1,VHL,capillary electrophoresis,MV-4-11,32,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,2,"(2S,4R)-N-(2-(4-(4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)phenethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,NC=1N=NC(=CC1N1CCN(CC1)C1=CC=C(CCOC2=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C2)C2=C(N=CS2)C)C=C1)C1=C(C=CC=C1)O,OPSIN,MOXKYEDQHXRZAN-LNZHUCSUSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,MV-4-11,70,nM,18,90,18.0,,MOXKYEDQHXRZAN
10.1038/s41589-019-0294-6,ACBI1,"(2S,4R)-N-(2-(2-(4-((4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)methyl)phenoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,PUBCHEM,IVARZBJJMMUJHI-SQKKEFIPSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,MV-4-11,119,nM,18,,,,IVARZBJJMMUJHI
10.1038/s41589-019-0294-6,2,"(2S,4R)-N-(2-(4-(4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)phenethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,NC=1N=NC(=CC1N1CCN(CC1)C1=CC=C(CCOC2=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C2)C2=C(N=CS2)C)C=C1)C1=C(C=CC=C1)O,OPSIN,MOXKYEDQHXRZAN-LNZHUCSUSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,MV-4-11,120,nM,18,86,18.0,,MOXKYEDQHXRZAN
10.1038/s41589-019-0294-6,1,"(2S,4R)-N-(2-(2-(2-(2-(4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,NC=1N=NC(=CC1N1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]2N(C[C@@H](C2)O)C([C@H](C(C)(C)C)NC(=O)C2(CC2)F)=O)C=CC(=C1)C1=C(N=CS1)C)C1=C(C=CC=C1)O,OPSIN,QCULBRPVCWJUKY-OUMVKTTMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,MV-4-11,250,nM,,~70,,,QCULBRPVCWJUKY
10.1038/s41589-019-0294-6,2,"(2S,4R)-N-(2-(4-(4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)phenethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,NC=1N=NC(=CC1N1CCN(CC1)C1=CC=C(CCOC2=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C2)C2=C(N=CS2)C)C=C1)C1=C(C=CC=C1)O,OPSIN,MOXKYEDQHXRZAN-LNZHUCSUSA-N,OPSIN,PBRM1,VHL,capillary electrophoresis,MV-4-11,280,nM,18,70,18.0,,MOXKYEDQHXRZAN
10.1038/s41589-019-0294-6,1,"(2S,4R)-N-(2-(2-(2-(2-(4-(3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl)piperazin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,NC=1N=NC(=CC1N1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]2N(C[C@@H](C2)O)C([C@H](C(C)(C)C)NC(=O)C2(CC2)F)=O)C=CC(=C1)C1=C(N=CS1)C)C1=C(C=CC=C1)O,OPSIN,QCULBRPVCWJUKY-OUMVKTTMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,MV-4-11,300,nM,,~65,,,QCULBRPVCWJUKY
10.1126/scitranslmed.abj1578,MS33,"N1-((S)-1-((2S,4R)-4-Hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)-N¹¹-(2-(4-((4'-(4-methylpiperazin-1-yl)-3'-(6-oxo-4-(trifluoromethyl)-1,6-dihydropyridine-3-carboxamido)-[1,1'-biphenyl]-3-yl)methyl)piperazin-1-yl)ethyl)undecanediamide",PAPER,CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCCCC(=O)NCCN4CCN(CC4)CC5=CC(=CC=C5)C6=CC(=C(C=C6)N7CCN(CC7)C)NC(=O)C8=CNC(=O)C=C8C(F)(F)F)O,PUBCHEM,GLYGYEQLMMPSAW-QWQPEEPRSA-N,OPSIN + PUBCHEM,WDR5,VHL,Immunoblot,MV4;11,260 ± 56,nM,18,71 ± 5,18.0,,GLYGYEQLMMPSAW
10.1126/scitranslmed.abj1578,MS67,"N-(2'-fluoro-5'-((2-(((S)-1-((2S,4R)-4-hydroxy-2-(((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)carbamoyl)pyrrolidin-1-yl)-3,3dimethyl-1-oxobutan-2-yl)amino)-2-oxoethyl)carbamoyl)-4-((3S,5R)-3,4,5-trimethylpiperazin-1-yl)-[1,1'-biphenyl]-3-yl)-6-oxo-4-(trifluoromethyl)-1,6-dihydropyridine-3-carboxamide",PAPER,C[C@@H]1CN(C[C@@H](N1C)C)C2=C(C=C(C=C2)C3=C(C=CC(=C3)C(=O)NCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@H](C)C5=CC=C(C=C5)C6=C(N=CS6)C)O)C(C)(C)C)F)NC(=O)C7=CNC(=O)C=C7C(F)(F)F,PUBCHEM,HBHSDSLZXDASLT-FLKKWHKHSA-N,OPSIN + PUBCHEM,WDR5,VHL,Immunoblot,MV4;11,3.7 ± 1.4,nM,18,94 ± 1,18.0,0.5 μM,HBHSDSLZXDASLT
10.1126/scitranslmed.abj1578,MS67,"N-(2'-fluoro-5'-((2-(((S)-1-((2S,4R)-4-hydroxy-2-(((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)carbamoyl)pyrrolidin-1-yl)-3,3dimethyl-1-oxobutan-2-yl)amino)-2-oxoethyl)carbamoyl)-4-((3S,5R)-3,4,5-trimethylpiperazin-1-yl)-[1,1'-biphenyl]-3-yl)-6-oxo-4-(trifluoromethyl)-1,6-dihydropyridine-3-carboxamide",PAPER,C[C@@H]1CN(C[C@@H](N1C)C)C2=C(C=C(C=C2)C3=C(C=CC(=C3)C(=O)NCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@H](C)C5=CC=C(C=C5)C6=C(N=CS6)C)O)C(C)(C)C)F)NC(=O)C7=CNC(=O)C=C7C(F)(F)F,PUBCHEM,HBHSDSLZXDASLT-FLKKWHKHSA-N,OPSIN + PUBCHEM,WDR5,VHL,Immunoblot,MIA PaCa-2,45 ± 16,nM,18,85 ± 6,18.0,,HBHSDSLZXDASLT
